Subject,emot_PC1,emot_PC2,emot_PC3,emot_PC4,emot_PC5,emot_PC6,emot_PC7,emot_PC8,emot_PC9,emot_PC10,emot_PC11,emot_PC12,emot_PC13,emot_PC14,emot_PC15,emot_PC16,emot_PC17
100610,0.9014363741784207,-0.22041199298814984,0.4777254905053862,0.9538429698866077,0.2666497532673972,-0.09618485621928981,-0.5088940027569326,-0.49707112327723796,1.2070994319022683,0.3715914005784817,-0.1564580388854595,-0.6440725980550934,-0.037321128301166226,0.6029932882589296,0.5581452480853165,-1.0296784545837308,0.0804057683909586
102311,0.1648913184555892,-2.143380887607296,0.9308889299942219,0.7921062359708304,1.4771578232801283,1.009838456546579,0.3929889919316109,-1.3560294789290974,0.15885109712257417,-0.0815798604140921,-0.6498422292760175,-0.13377771111235112,0.5420058690205043,-0.6275255249891074,-0.6003895728222257,0.18464470639893893,0.5465095775695348
102816,1.127169846028693,0.7067147738697563,0.9424652063062894,0.7019056129153359,0.7611791505626703,1.0526864810190268,0.44272694551311026,0.017812354748000057,-0.3612701217440853,-0.5568661750231791,0.49020294837444606,-0.14124002995147958,0.7923943506531632,1.1664840735620476,-0.1304580921817132,-0.42043090460320826,-0.41234514876806133
104416,4.548501958132831,1.51399486964221,0.8855897790456762,-0.20144126247607816,0.3316365272697753,0.9174391556965255,0.5777537207207483,-0.5812427540458054,-0.06118219756589271,0.49110333825497626,0.744572307685747,0.10010937201116542,-0.7246851961430163,0.44970242390373816,0.6192336996235515,-0.16198375853552122,-0.15273010038853324
105923,0.5754361840368419,-0.1036369401350208,-0.4761524172570573,-0.5093346093245987,-0.875626335778951,-0.23571568759961614,-0.42908016557835443,0.5945348943226934,0.3197988563950886,-0.7946911276134313,-0.04290626871689694,-0.8874880533111923,0.2583682805699656,-0.16075847607118277,0.2708842578277705,-0.643221682039105,-0.3689500697804349
108323,0.18361583210150992,0.02525584805691354,-1.2292394905846336,-0.21001806927396832,-1.2274382968716604,-0.06575125664979024,0.22790439477514596,-0.33107804814134684,-0.3567223025145561,0.28192790201994905,-0.6991660470413147,0.2893866485907317,0.02129726242655548,-0.43760691963171294,-0.22345503848992543,0.29133724801123506,0.1539484276675499
109123,-3.9064794970010954,-1.950830074989009,-1.1362308760402495,-0.8120065172200119,0.5163892540843474,-0.3652548952210603,-0.011693529807955494,-0.013498602208668692,0.6304007924052665,-0.07047292987512789,-0.28742271595402685,-1.1128963827031284,-0.180666780794595,0.2941908447743527,-0.4376359699874466,0.5755683533515131,-0.48990144878429415
111312,1.539185128414996,-1.8848540954712512,0.820538487915148,0.21245921627535003,0.3032861735793097,-0.24605523082337974,-0.8601751062416809,-0.08343204848358307,0.6526835170270274,-0.7521593400210307,-0.20683212820752134,-1.335204971776637,-0.4212518481946064,-0.4274023451237322,1.1865423945559423,-1.2766591317321025,-0.8898690816188232
111514,-0.9772341317087085,-1.7641884008199744,-0.46304811235342463,-0.8389104309806856,-0.4354218781967732,-0.9636556961227979,-1.1094172894707297,1.3324324749249012,-0.16660994120415842,-0.39329190799347397,-0.9715818546888259,0.7006448028158236,-0.3620570258668387,0.06385302470962549,-0.3851498681229297,-0.200785101807937,-0.510144116429491
114823,-1.6297186583249204,-1.1579122523404113,-0.4852122167817357,0.7519661707106753,0.5830141788988519,0.9336729160935027,-1.0487882578527108,0.7046561377120742,0.6912395021575231,-0.4656640797171737,0.44969574914336125,-0.1258639037751128,0.006196873309624936,0.15961086981503111,0.13177957826565964,0.29743162657676414,-0.3002601939943108
115017,2.3093124939580925,0.6914577016601207,0.2817731206329546,1.177961592645182,0.21403918000189312,-0.8094377425575865,-1.466289308683399,0.6440236379562588,-0.04429252279261353,1.3980655896830163,0.12404316818822804,0.24048122834233945,0.3031171350339777,-1.2991908100594978,-0.42203396377892605,0.21494089372160816,0.1196706826314006
115825,-0.8540103512566465,-0.4940307884415237,0.15093638391528572,-0.4890933074014078,-0.6054933183392431,-0.4652305926161287,1.3517863611546428,1.4347609666226082,0.41507250378751726,-0.6028924776389533,0.4419669368660341,-0.615353373285411,-0.3910157792073242,0.4973543369231319,0.058348397633245286,-0.050842417312906826,0.8181496750158708
116726,3.0528278146871606,0.9265445096657519,0.17712730710172014,0.6812523934554275,1.144093326488557,-0.7243892498030231,0.470342982379686,0.3141756320022084,-0.4080155995884206,-0.45871774164537926,-1.1931353593534324,-0.6045050081893175,-0.7559420756838293,0.37488589896930485,0.7446743310148628,-0.6395351625947624,0.32465583672942255
118225,0.6002840415185478,-2.9222667851841844,-0.353995027305017,0.10888958936601956,-0.3294451897659482,-0.19352029430794548,-0.7361668479890342,0.3059435167852475,0.010459242620865963,0.9256190363705735,0.3158335892278545,-0.0835900954778307,-0.2001395813578468,-0.43622410816777196,0.10435618922336098,-0.15019613268688786,-0.5770873404569536
