Subject,cogn_PC1,cogn_PC2,cogn_PC3,cogn_PC4,cogn_PC5,cogn_PC6,cogn_PC7,cogn_PC8,cogn_PC9,cogn_PC10,cogn_PC11,cogn_PC12
100610,3.787201619543479,0.28157514065413525,-1.5059942797888883,0.9385720520263248,0.12480203918560895,-0.7573708459607023,0.3571875912248219,1.1435413612599317,-0.6097085615058326,0.32562114154722316,-0.06538724890055475,-0.08316403032609876
102311,-0.3104874165193054,1.3217058807716306,0.4589202026894352,-0.5799679726608121,0.22420947104957256,1.038761687898324,-0.06614172222580911,0.7684857679700128,-0.33114405202453845,0.4820434422054848,1.0893547944355975,-0.17110498967180507
102816,-1.1982792021776247,0.28305810764813727,2.196510965211573,-0.4773554907170867,0.425957201226807,-0.2607182230068479,-0.46545083421677713,0.29019574949863086,1.0748185918387172,1.3805079035867989,-0.48738749248676166,0.0348034051300925
104416,2.3873407809730347,-0.27437449097298655,0.40577795195523764,0.7025034522021754,-1.2687785834824041,1.1152849679449364,0.25886330106951067,-1.3318782432959004,-1.5176127391589147,-0.5484009098508072,-0.32381323351326563,0.21674680151007142
105923,1.5742477108969586,2.279706239203174,0.4364121878394376,0.5256097307283748,0.06237708030694752,-0.22284111816512092,-1.8176849656314915,1.6332625022081864,0.3095997455748349,0.25328045228100865,0.5935000369993093,0.8733595487258516
108323,0.6163355510404994,-1.1628403876088305,1.6538466642615217,-0.15425211811477024,-0.5011400418243582,-0.11369403420045764,-0.13380088037016238,0.594207146483216,-0.9473363664987885,-0.8733566211631707,0.08203805679062709,0.1802137188675874
109123,3.0779444877127884,0.0492184087713608,0.4499441816597742,-0.26831158261384425,0.9461097278451952,1.672074871843824,0.13580269015982693,-0.7056136400131471,0.2779951605825891,-0.9175754268593271,0.897050042597389,-0.4060841624050745
111312,-1.1747656572737086,-1.3502049530422044,1.4876635885343505,0.15390372619351997,0.6584909932274037,0.9175578255288501,-0.07051348509096442,-0.3138290101211235,-0.6343515242890597,0.6886011469250751,0.07657188184340541,-0.6113870076930371
111514,2.446344099151524,0.38131425846453837,-1.1252445579247172,0.6730571487985574,0.3212324411822141,-1.4667815676745666,0.22105790328835215,0.16567955464559483,-0.355499302744002,-0.9168154892645067,0.33462166732867016,-1.6442386831601068
114823,3.3833800451908225,0.6939036827321722,0.9419855296608027,-0.5819811571354367,0.13006159084012986,-0.02144296408763058,0.846186474376401,-0.718467985560188,-0.28775084917008176,-0.6471672429731888,-0.01612113477749222,1.1959061984196284
115017,-0.19766982865362864,1.3233869706618702,1.001797691137882,-0.0251765664133384,-0.07775703563423446,-0.5783430473425158,-1.1009103247649246,0.5171123370907775,-0.32848687057387993,-0.6535088664981092,-0.25967308844760306,0.8939351871647254
115825,-3.805446871349881,-0.09573070293179288,0.9396791397456549,0.12542512767285105,1.9388013433636153,-0.04098428305684012,-1.2136732327423527,0.8750187032873352,0.7040267318744637,-0.15515029889455512,1.0597995591254246,0.5419399320982017
116726,2.4310111204944747,-0.574302210056518,0.9138551001746691,-0.1887477362217133,-0.6729187357189504,1.2167000205576133,0.3309234911795932,0.628865588655555,-0.362960430803404,-0.17529134315185668,-0.757442000170085,1.0417070966969488
118225,2.482468904675546,1.386757544950711,1.0077069495153745,-0.3774286445815742,0.16985535315835815,1.079253255154963,-0.20239933148694997,0.9485515523502758,-0.4095533524828874,0.079156921960857,0.5995096665824355,-0.0066481663418467285
125525,-3.634159175862692,-0.3994238982460569,-0.03907666347014381,0.7683143075439576,-1.367271046842669,-1.5310072401764818,0.8244450418181124,0.7547340180685616,-0.12066565423785436,0.6286982266923953,-0.38060754182752804,-0.18002047120087905
126426,-1.4347071821705382,-1.3648507185517742,1.5933787530894186,-0.9323591366784226,0.035098779733992176,0.015607681666041897,0.3832727632977481,-1.4393935771905295,0.5281574983081487,-1.750945943154729,-0.4084397405625878,-0.03060645943463114
126931,-1.4264987070142048,-0.6523516441875316,1.2634690767431573,-0.15533848045839616,-0.2956127723023123,-1.3669724121550424,1.5050244711146907,0.9278461616542354,-0.5814114427365926,-0.597766318255166,-0.9795795683654488,0.2766622359196946
128935,1.6771939543583,0.4510466696979342,-1.1206607554951125,0.6316036588331105,0.9210187990425648,-0.5428167468744658,0.6278792709534217,1.213005354609053,-0.5673403216985291,-0.7824786991769177,-1.084000223044216,0.5711447333437611
130114,2.618603030886529,-1.3991830704905275,-1.2238011529915482,0.2223004087277488,0.29554156751688615,-0.9177530567976417,-0.09230709012862505,-0.36334928168565683,-0.36374806114646996,0.4023537975958247,-0.22127722369787883,0.09272067117186322
130518,-2.0788498533346265,-1.437214488699809,-1.2936821409036383,1.6882552284077077,-1.4923271249273145,1.0126180764493344,1.7217628626299992,-1.0827388977941872,-0.5638831842365496,-1.040103117446068,-0.6256745092734546,-0.1772792840943444
131217,1.0067799666604225,-0.8306308650864374,1.1979108732232664,0.03019031978405367,-0.3970630970904762,-1.2731772738997784,-1.4899506373020928,0.3544087722985213,-1.0029721775605984,-1.8693443377493986,-0.3848252092278045,0.12604575114133526
131722,1.7219937620712753,0.8247358162392396,-1.2066348642695204,-0.030190991120923386,-0.3233523315911705,-0.07105065544073608,1.4252829402831064,-0.38656930028107706,0.9547695731796377,0.08230252929686818,-0.5884010878256545,0.41726657771081854
132118,-0.9280222566755072,1.3349818634621984,0.3181491601286081,0.08856411412174632,0.046038123670400256,-2.340396198129329,0.19759967268810966,1.1495844506857755,-0.11345386708538763,-1.1282852719938337,0.13455234597319055,-0.43445288459942943
134627,2.410135723527705,-3.245285324158267,-1.0217154222096014,0.8311263585855471,0.55976578240861,-0.12993912395476828,-0.6084243353167105,-1.0795076563669253,0.13664782542290696,-0.24691618310832963,-1.4206413076489481,0.09398555692969746
134829,-1.6242956221631355,0.120789431549511,0.5701618616518689,0.060333795463259496,-1.009552685680624,-0.2133273163223702,-0.11573838828729288,-0.7398408905838174,0.20897756142373602,0.36054179799778624,0.9052705944579543,0.04086691694495759
135124,-0.10636886736831645,0.2632169946224217,0.12237600589572052,0.15934937933525528,0.6205916432383667,-0.7596925749058986,-0.14912026557195643,-1.289528158896007,0.8257416154037212,1.232803117797324,-0.8698601847954767,-0.2251153351803547
137128,1.0868849179178168,0.8649281744559946,0.251881291091947,-0.8100968855252035,-0.7765008625778933,2.058215128979673,0.11239900298322918,-0.28754318859586064,0.5266355629226178,-0.4121600512985369,-0.4954185689200938,0.18413809681657212
140117,-3.51127880357157,0.2718054290026689,-0.26943866869927674,1.1833420076723147,0.18275264340656008,0.778350451464653,1.1931145409865747,0.09472048696754042,0.6319772743179991,-0.3594828574290676,-0.2997694097249224,1.1067787004084004
144226,-4.443011367804437,-1.8674173031568604,-0.28003845630520113,1.3284805768542032,1.7464538618597822,-0.1533028508581541,0.2862477075609851,0.05689865093883561,-0.6102416314262489,0.5552228992442203,0.33118911015221275,-0.5341880955520286
145834,0.25186763658316147,1.4410290057514135,0.5769029426271984,0.2327789310927026,0.3248433526845839,1.3368029929140275,1.20358055980383,1.232906995171001,-0.6476074431935857,-0.5539335057248658,0.33486309904789935,-0.1979346189965852
146129,1.907265515600973,-2.6839601345817736,-0.5501898825750432,-1.8534127525865887,0.10603062087029436,0.584989679690015,-0.37803427875665985,-1.0859551600683286,0.10453547414661124,-0.17556161948113125,-0.6295191976384569,0.26301366036413704
146432,-1.5909327046045652,-0.7443586865938191,-1.421901220692491,1.012914719555494,-0.9788180653145765,0.1671109324717145,1.446538513228071,0.048628021199154055,-0.6053727350584174,-0.9500934322541097,-0.2824383309155632,0.14109008811572213
146735,-2.20859764844542,-0.24860304302388678,0.5031025556993101,0.2977575650217761,0.09304776221178794,-0.8492745411565582,-0.8580509601559525,0.5653498539280886,0.9692844279170283,-0.8244471743918896,-0.924125346705645,-0.901384096153073
146937,1.38986834223976,1.2231685960736425,0.5665598666491843,-0.8315554318113089,0.2820286002145212,0.18986954790137786,-1.5136724130430437,-0.7470243967460097,-0.5241079788355899,-0.7341942062410135,-0.7087829175405327,-0.9111383882928392
148133,2.4867926013687436,0.4346024728165713,-0.6124542528284829,0.7864659425544765,-0.9002350563019277,0.5903660541304281,-0.6127300810433851,0.1742812206091885,-0.36099213790139045,-0.01750323075326571,-1.0367832876833245,0.5622088897217414
150423,1.2835704405231978,0.5661462971795059,1.0653909687555452,-0.32407392333393226,0.19933896240789462,-0.2796375550585078,-0.5120061990449175,0.6374424017229157,-1.561166107930292,-0.0737846615692555,0.4352775586329164,-0.36780336589247853
155938,1.134096354355541,-0.5635121484423306,-2.4525390592442964,1.3375449735570537,-0.11668800826496235,1.4389542353652787,-1.5142645605645952,1.3725548166408998,-0.8872910847649741,-0.2879766142254955,1.641316884595313,-0.08620822774533832
156334,-0.07374004180514848,-1.7663376566459312,0.8416464415257987,-0.03333238068315082,0.6165419817006764,0.07865818238121403,-0.6000894907951646,-0.7064653119720116,-1.1205810711782704,0.6014128523991651,0.3750393186831622,-0.2744557465796046
157336,1.801681893387069,0.76838950012482,-1.2415028812871902,0.803225750946318,1.1601416125675152,-1.956777720857557,-0.28061812338773645,0.029888886100760508,-3.006213109304402,-0.24296963772167968,-0.22522380696241273,0.9458127119438957
158035,-0.158905000617724,-1.947035967520498,-1.6003462696166595,0.9230589643034791,-1.4114635105069877,-0.07759365687486897,-0.9556223779876503,-0.5513084397262799,-1.7712026897639621,0.9532308804942351,0.02793925207223369,-0.28760292903379375
158136,-1.332566671851318,0.4157737741607851,-0.06829895722516881,-0.33854200099686277,-0.6875386992864206,-2.3590612679143756,0.30049511642384213,-0.2428735560970686,-0.16407112613824848,-0.31858781054499574,-0.16472210738472282,1.066204064041507
