Subject,REST1_7T_PA_Movement_RelativeRMS_mean,REST4_7T_AP_Movement_RelativeRMS_mean,MOVIE1_7T_AP_Movement_RelativeRMS_mean,MOVIE2_7T_PA_Movement_RelativeRMS_mean,MOVIE3_7T_PA_Movement_RelativeRMS_mean,MOVIE4_7T_AP_Movement_RelativeRMS_mean,twomen_Movement_RelativeRMS_mean,twomen_SameRestBlock_Movement_RelativeRMS_mean,bridgeville_Movement_RelativeRMS_mean,bridgeville_SameRestBlock_Movement_RelativeRMS_mean,pockets_Movement_RelativeRMS_mean,pockets_SameRestBlock_Movement_RelativeRMS_mean,overcome_Movement_RelativeRMS_mean,overcome_SameRestBlock_Movement_RelativeRMS_mean,testretest1_Movement_RelativeRMS_mean,testretest1_SameRestBlock_Movement_RelativeRMS_mean,inception_Movement_RelativeRMS_mean,inception_SameRestBlock_Movement_RelativeRMS_mean,socialnet_Movement_RelativeRMS_mean,socialnet_SameRestBlock_Movement_RelativeRMS_mean,oceans_Movement_RelativeRMS_mean,oceans_SameRestBlock_Movement_RelativeRMS_mean,testretest2_Movement_RelativeRMS_mean,testretest2_SameRestBlock_Movement_RelativeRMS_mean,flower_Movement_RelativeRMS_mean,flower_SameRestBlock_Movement_RelativeRMS_mean,hotel_Movement_RelativeRMS_mean,hotel_SameRestBlock_Movement_RelativeRMS_mean,garden_Movement_RelativeRMS_mean,garden_SameRestBlock_Movement_RelativeRMS_mean,dreary_Movement_RelativeRMS_mean,dreary_SameRestBlock_Movement_RelativeRMS_mean,testretest3_Movement_RelativeRMS_mean,testretest3_SameRestBlock_Movement_RelativeRMS_mean,homealone_Movement_RelativeRMS_mean,homealone_SameRestBlock_Movement_RelativeRMS_mean,brokovich_Movement_RelativeRMS_mean,brokovich_SameRestBlock_Movement_RelativeRMS_mean,starwars_Movement_RelativeRMS_mean,starwars_SameRestBlock_Movement_RelativeRMS_mean,testretest4_Movement_RelativeRMS_mean,testretest4_SameRestBlock_Movement_RelativeRMS_mean
146129,0.0523596,0.0686147,0.0660361,0.0781689,0.0707924,0.0647433,0.057302591795918366,0.03863092273469387,0.06452903819004524,0.05999689375565611,0.07170899340425532,0.055757041702127655,0.07497503174603175,0.05260215920634921,0.07797764457831324,0.06522818780487806,0.0692082768859649,0.03883017701754386,0.0824363498069498,0.05844759575289576,0.0804229596,0.05386380347999999,0.08444517951807227,0.06495025180722891,0.06575011022222221,0.07079063444444444,0.07627149264864866,0.0694847267027027,0.07640011133004924,0.06787989270935961,0.06146006083916085,0.06877385314685315,0.06889005951807228,0.0671231626506024,0.062071663290598295,0.07122211611111111,0.06658638987012988,0.0708060016017316,0.061602716,0.06817752007843138,0.06535029759036144,0.06764484819277107
146432,0.0829354,0.133955,0.1052,0.0912586,0.12518,0.144189,0.10765642530612246,0.06607734620408162,0.10571969728506786,0.08762338253393666,0.10370503989361701,0.08932829500000002,0.10680347,0.09266117619047617,0.10767395662650603,0.09211460731707316,0.08072561578947368,0.06570769350877194,0.08837006602316604,0.08654336660231661,0.0998107036,0.09025366303999999,0.10284207831325302,0.09266723855421687,0.1344710295,0.1575299966111111,0.11673595886486486,0.13455115264864864,0.11929955162561577,0.12311281556650247,0.13134056433566435,0.12277716671328671,0.13065690602409638,0.12772314337349397,0.14296461615384615,0.15512867944444447,0.14674982705627704,0.13073771341991341,0.14498565250980391,0.12064698290196078,0.14601049879518074,0.12107267349397592
146735,0.158424,0.130386,0.138447,0.156085,0.125429,0.163383,0.11914423057142859,0.13856742530612243,0.14758604660633484,0.16882998416289594,0.1450922689893617,0.1598964595744681,0.12989896349206348,0.17758850317460317,0.13377621084337346,0.17381675731707316,0.13354561315789473,0.13543008157894737,0.16597047258687259,0.17041955366795367,0.15846925016,0.1644325848,0.16961681927710842,0.1735916518072289,0.11332496472222224,0.12420232627777779,0.12132699027027027,0.13800362108108108,0.11925499064039408,0.12738936310344828,0.1210208916083916,0.13856714965034966,0.15254506867469877,0.1335035192771084,0.137934247008547,0.12807147534188032,0.17052178177489177,0.12948980541125543,0.17279934078431375,0.13519815529411766,0.17735322048192773,0.1345789156626506
146937,0.0890352,0.10162,0.106737,0.0788109,0.105909,0.191226,0.061499158775510196,0.08385533224489798,0.07652914524886878,0.08480385927601809,0.12743659946808514,0.08953737499999999,0.13199253015873014,0.09681185396825398,0.09606567349397589,0.09193559487804878,0.061738696359649126,0.08389375263157894,0.0826681003861004,0.08513458532818532,0.0737926936,0.09228647319999998,0.08213751578313253,0.09193791421686746,0.1600472191111111,0.060972255499999996,0.08770025189189191,0.1123966891891892,0.07812917359605911,0.11691966502463055,0.07066247552447553,0.10898812167832168,0.17276229638554216,0.10536294578313252,0.13771746153846154,0.07589667004273504,0.20404889653679656,0.11114366926406928,0.2208433156862745,0.12010817372549021,0.11962119036144579,0.10273449759036148
148133,0.111748,0.108272,0.132185,0.106446,0.0733066,0.0935761,0.13940444040816327,0.08827031893877552,0.13616782126696833,0.10940741266968326,0.12664385319148935,0.12493395063829786,0.13136633492063493,0.1311199492063492,0.1330153373493976,0.14877725853658536,0.10233745000000002,0.08757273877192982,0.10301566872586873,0.10756619691119691,0.1077464436,0.12874749808000002,0.12025013734939757,0.14892118554216868,0.05871038772222222,0.09458181755555554,0.06784473491891892,0.10406594756756755,0.08169933201970443,0.1107261502463054,0.08244171468531468,0.12424874615384615,0.08723338674698794,0.1165226108433735,0.07878777760683761,0.09621749854700855,0.09251192987012986,0.10725515584415583,0.09856769992156861,0.11845630509803921,0.1148143060240964,0.11643602771084334
150423,0.0516181,0.050383,0.0418478,0.0671409,0.0621797,0.117925,0.026629146897959182,0.053173624489795915,0.04211349095022625,0.049753618099547516,0.04895491542553192,0.049360452340425534,0.05399824761904761,0.05561608412698412,0.05392343373493977,0.05747921463414633,0.060434032631578954,0.052881125,0.06918516563706564,0.049755199613899605,0.061410811600000004,0.05154178935999999,0.0616926626506024,0.056275036144578315,0.033552917777777774,0.04602149888888889,0.057646461081081075,0.053951384324324315,0.07163041921182266,0.05143327334975369,0.05837276363636364,0.04680654125874126,0.05277862771084337,0.055871136144578316,0.12281990769230769,0.046864216239316234,0.07322378484848485,0.05096511948051948,0.13990078980392157,0.04989276192156863,0.07798135783132529,0.05956800000000001
155938,0.0844188,0.0636148,0.0912185,0.0774062,0.0690892,0.0688977,0.08210426057142857,0.06687366040816327,0.09512150316742081,0.08514798597285068,0.09890278739361702,0.10905076914893616,0.09569525396825394,0.07655363015873017,0.09321797590361447,0.0865207756097561,0.06856523653508771,0.06653667105263157,0.08547244030888031,0.08481637915057916,0.07959072348000001,0.0995355552,0.07858878915662651,0.08713361084337351,0.05482121772222222,0.056447544999999995,0.07180914486486487,0.05048113735135135,0.0762783842364532,0.06553503694581281,0.06836993496503498,0.08261658741258741,0.07974001807228914,0.07218530963855421,0.04778293034188034,0.054853727393162396,0.074691812987013,0.055375537662337666,0.08135390901960785,0.07564566509803923,0.07909889638554217,0.07269235662650601
156334,0.0923353,0.101617,0.0978699,0.0685451,0.0667151,0.0813095,0.09840451865306121,0.060577970204081635,0.09086152719457012,0.09935533882352943,0.1033463015957447,0.11263444946808508,0.10468195714285713,0.1052684492063492,0.10323678674698797,0.11266458048780488,0.06414010631578948,0.05945043201754386,0.0709414359073359,0.09849944741312741,0.0706364824,0.1110091836,0.06953362891566264,0.11507149638554218,0.05950118144444445,0.0964437011111111,0.06600451724324326,0.09402813913513515,0.06066780438423645,0.10639037733990149,0.07306841090909093,0.10597778881118883,0.08837793156626507,0.11042696506024095,0.06644159047008547,0.09679567551282052,0.08391904935064934,0.10071873103896105,0.08930531870588235,0.10523585137254901,0.08949784361445784,0.10718957469879517
157336,0.0613245,0.084546,0.0750591,0.0674902,0.0705249,0.0768888,0.07529375502040815,0.061147403918367337,0.07667320461538461,0.053090762805429854,0.07792363521276596,0.06517505345744681,0.07283966888888889,0.06352914920634921,0.07428676253012047,0.0721039951219512,0.06066997140350878,0.06158317175438597,0.08800380756756758,0.05567649544401544,0.055915330959999995,0.06395515219999999,0.05904893457831325,0.07113361204819278,0.06994395622222223,0.09300753444444444,0.0637972001081081,0.08604132783783783,0.08048687339901478,0.08531692586206896,0.057974326293706295,0.07729296923076923,0.06386409506024099,0.0761128325301205,0.051419025598290605,0.09337165974358973,0.07247656471861473,0.0865645764935065,0.09200589411764706,0.08087222921568626,0.0834002156626506,0.07107614891566266
158035,0.047067,0.0727015,0.050438,0.0357465,0.0464282,0.0545103,0.04340519706122448,0.04274599799999999,0.054457125791855215,0.05413213253393665,0.05547878829787234,0.04482925968085105,0.053197834920634915,0.04242378476190476,0.04984786024096386,0.05117145853658536,0.031019561096491233,0.042303720657894735,0.030384201274131273,0.054270271003861004,0.0449204464,0.043595297559999996,0.04091272168674699,0.05022350000000001,0.03339462811111111,0.06887728022222223,0.04034868718918919,0.07571798702702703,0.06128116157635468,0.07451503004926109,0.051081358741258735,0.06910518741258743,0.04959974337349398,0.0792898843373494,0.04205511619658119,0.07069733820512819,0.055594322077922066,0.07572428138528138,0.06061803450980392,0.07215498901960785,0.06770105903614458,0.08064332891566266
