order,duration,onset,object_id,face_locations
,0.5,51.0,0,"(196, 295, 285, 205)"
,0.5,51.5,0,"(186, 305, 275, 215)"
,0.5,52.0,0,"(196, 325, 285, 235)"
,0.5,52.5,0,"(186, 344, 275, 255)"
,0.5,53.0,0,"(199, 318, 307, 211)"
,0.5,53.5,0,"(285, 653, 375, 563)"
,0.5,53.5,1,"(191, 391, 253, 328)"
,0.5,54.0,0,"(275, 603, 365, 514)"
,0.5,54.0,1,"(177, 432, 239, 370)"
,0.5,54.5,0,"(283, 617, 390, 509)"
,0.5,54.5,1,"(205, 453, 267, 391)"
,0.5,55.0,0,"(295, 509, 402, 402)"
,0.5,55.0,1,"(225, 460, 288, 398)"
,0.5,55.5,0,"(188, 502, 262, 428)"
,0.5,55.5,1,"(325, 494, 415, 404)"
,0.5,56.0,0,"(319, 426, 426, 318)"
,0.5,56.0,1,"(177, 536, 239, 474)"
,0.5,56.5,0,"(307, 402, 414, 294)"
,0.5,56.5,1,"(163, 577, 237, 502)"
,0.5,57.0,0,"(204, 594, 279, 519)"
,0.5,57.0,1,"(335, 404, 425, 315)"
,0.5,57.5,0,"(335, 394, 425, 305)"
,0.5,57.5,1,"(196, 623, 285, 534)"
,0.5,58.0,0,"(307, 390, 414, 282)"
,0.5,58.0,1,"(188, 635, 262, 560)"
,0.5,58.5,0,"(282, 357, 318, 321)"
,0.5,59.0,0,"(257, 439, 300, 395)"
,0.5,59.0,1,"(274, 291, 326, 239)"
,0.5,60.5,0,"(271, 342, 378, 235)"
,0.5,60.5,1,"(146, 683, 236, 593)"
,0.5,61.0,0,"(295, 378, 402, 270)"
,0.5,61.0,1,"(176, 723, 265, 633)"
,0.5,61.5,0,"(146, 763, 236, 673)"
,0.5,62.0,0,"(146, 842, 236, 753)"
,0.5,62.0,1,"(297, 339, 426, 210)"
,0.5,62.5,0,"(311, 325, 440, 196)"
,0.5,62.5,1,"(156, 972, 245, 882)"
,0.5,63.0,0,"(268, 425, 397, 296)"
,0.5,63.5,0,"(202, 614, 356, 459)"
,0.5,64.0,0,"(236, 648, 391, 494)"
,0.5,64.5,0,"(202, 666, 356, 511)"
,0.5,65.0,0,"(219, 683, 374, 528)"
,0.5,65.5,0,"(201, 675, 387, 489)"
,0.5,71.5,0,"(222, 593, 407, 407)"
,0.5,72.0,0,"(222, 593, 407, 407)"
,0.5,72.5,0,"(201, 593, 387, 407)"
,0.5,73.0,0,"(180, 572, 366, 386)"
,0.5,73.5,0,"(201, 572, 387, 386)"
,0.5,74.0,0,"(201, 593, 387, 407)"
,0.5,74.5,0,"(201, 593, 387, 407)"
,0.5,75.0,0,"(222, 572, 407, 386)"
,0.5,79.5,0,"(180, 675, 366, 489)"
,0.5,80.0,0,"(180, 655, 366, 469)"
,0.5,80.5,0,"(180, 675, 366, 489)"
,0.5,81.0,0,"(180, 675, 366, 489)"
,0.5,81.5,0,"(180, 634, 366, 448)"
,0.5,82.0,0,"(202, 580, 356, 425)"
,0.5,82.5,0,"(202, 545, 356, 390)"
,0.5,94.5,0,"(222, 613, 407, 428)"
,0.5,95.0,0,"(222, 572, 407, 386)"
,0.5,95.5,0,"(222, 551, 407, 366)"
,0.5,96.0,0,"(222, 551, 407, 366)"
,0.5,96.5,0,"(192, 588, 415, 365)"
,0.5,97.0,0,"(222, 593, 407, 407)"
,0.5,105.0,0,"(222, 655, 407, 469)"
,0.5,105.5,0,"(217, 662, 440, 439)"
,0.5,106.0,0,"(217, 662, 440, 439)"
,0.5,106.5,0,"(217, 662, 440, 439)"
,0.5,107.0,0,"(242, 655, 428, 469)"
,0.5,107.5,0,"(242, 655, 428, 469)"
,0.5,108.0,0,"(160, 675, 345, 489)"
,0.5,108.5,0,"(160, 675, 345, 489)"
,0.5,109.0,0,"(202, 648, 356, 494)"
,0.5,109.5,0,"(180, 675, 366, 489)"
,0.5,110.0,0,"(180, 675, 366, 489)"
,0.5,112.5,0,"(184, 218, 246, 156)"
,0.5,112.5,1,"(225, 913, 354, 784)"
,0.5,113.0,0,"(259, 903, 367, 796)"
,0.5,113.0,1,"(191, 218, 253, 156)"
,0.5,113.5,0,"(254, 855, 383, 726)"
,0.5,113.5,1,"(170, 190, 232, 128)"
,0.5,114.0,0,"(282, 884, 411, 755)"
,0.5,114.0,1,"(177, 218, 239, 156)"
,0.5,114.5,0,"(282, 827, 411, 698)"
,0.5,114.5,1,"(153, 216, 205, 164)"
,0.5,115.0,0,"(297, 855, 426, 726)"
,0.5,115.0,1,"(170, 250, 222, 199)"
,0.5,131.5,0,"(170, 377, 222, 325)"
,0.5,131.5,1,"(206, 833, 242, 797)"
,0.5,131.5,2,"(198, 929, 234, 893)"
,0.5,132.0,0,"(246, 949, 282, 913)"
,0.5,132.0,1,"(211, 417, 262, 366)"
,0.5,132.5,0,"(170, 418, 232, 356)"
,0.5,133.0,0,"(138, 494, 213, 419)"
,0.5,133.5,0,"(140, 235, 247, 127)"
,0.5,134.5,0,"(247, 426, 355, 318)"
,0.5,134.5,1,"(274, 529, 336, 467)"
,0.5,134.5,2,"(223, 724, 331, 617)"
,0.5,135.0,0,"(222, 366, 407, 180)"
,0.5,135.0,1,"(219, 803, 374, 648)"
,0.5,135.5,0,"(307, 629, 414, 521)"
,0.5,135.5,1,"(191, 315, 253, 252)"
,0.5,136.0,0,"(271, 581, 378, 474)"
,0.5,136.0,1,"(170, 315, 232, 252)"
,0.5,136.5,0,"(268, 655, 397, 526)"
,0.5,136.5,1,"(163, 349, 225, 287)"
,0.5,137.0,0,"(271, 653, 378, 545)"
,0.5,137.0,1,"(156, 342, 218, 280)"
,0.5,137.5,0,"(254, 612, 383, 483)"
,0.5,137.5,1,"(163, 349, 225, 287)"
,0.5,138.0,0,"(177, 308, 239, 246)"
,0.5,138.5,0,"(271, 617, 378, 509)"
,0.5,138.5,1,"(184, 322, 246, 259)"
,0.5,139.0,0,"(177, 349, 239, 287)"
,0.5,139.0,1,"(275, 583, 365, 494)"
,0.5,139.5,0,"(232, 474, 294, 411)"
,0.5,139.5,1,"(191, 653, 253, 591)"
,0.5,140.0,0,"(211, 418, 274, 356)"
,0.5,140.0,1,"(146, 693, 221, 619)"
,0.5,140.5,0,"(245, 374, 335, 285)"
,0.5,140.5,1,"(156, 653, 245, 563)"
,0.5,141.0,0,"(268, 311, 397, 182)"
,0.5,141.0,1,"(182, 769, 311, 640)"
,0.5,141.5,0,"(222, 489, 407, 304)"
,0.5,142.5,0,"(216, 481, 268, 429)"
,0.5,142.5,1,"(274, 631, 326, 579)"
,0.5,143.0,0,"(295, 677, 402, 569)"
,0.5,143.0,1,"(179, 353, 254, 278)"
,0.5,143.5,0,"(295, 677, 402, 569)"
,0.5,143.5,1,"(213, 328, 287, 254)"
,0.5,144.0,0,"(204, 337, 279, 262)"
,0.5,144.5,0,"(171, 361, 246, 287)"
,0.5,145.0,0,"(188, 337, 262, 262)"
,0.5,145.0,1,"(283, 641, 390, 533)"
,0.5,145.5,0,"(218, 349, 281, 287)"
,0.5,145.5,1,"(283, 724, 390, 617)"
,0.5,146.0,0,"(271, 724, 378, 617)"
,0.5,146.0,1,"(179, 361, 254, 287)"
,0.5,146.5,0,"(259, 772, 367, 665)"
,0.5,146.5,1,"(171, 370, 246, 295)"
,0.5,147.0,0,"(275, 763, 365, 673)"
,0.5,147.0,1,"(163, 411, 237, 337)"
,0.5,147.5,0,"(179, 370, 254, 295)"
,0.5,147.5,1,"(285, 733, 375, 643)"
,0.5,148.0,0,"(186, 374, 275, 285)"
,0.5,148.0,1,"(285, 693, 375, 603)"
,0.5,148.5,0,"(196, 353, 271, 278)"
,0.5,148.5,1,"(275, 623, 365, 534)"
,0.5,149.0,0,"(175, 342, 283, 235)"
,0.5,149.0,1,"(285, 603, 375, 514)"
,0.5,149.5,0,"(206, 354, 295, 265)"
,0.5,149.5,1,"(295, 554, 385, 464)"
,0.5,150.0,0,"(285, 613, 375, 524)"
,0.5,150.0,1,"(213, 353, 287, 278)"
,0.5,150.5,0,"(176, 305, 265, 215)"
,0.5,150.5,1,"(295, 617, 402, 509)"
,0.5,151.0,0,"(171, 320, 246, 245)"
,0.5,151.0,1,"(295, 712, 402, 605)"
,0.5,151.5,0,"(325, 755, 454, 626)"
,0.5,151.5,1,"(176, 315, 265, 225)"
,0.5,152.0,0,"(196, 344, 285, 255)"
,0.5,152.5,0,"(175, 402, 283, 294)"
,0.5,153.0,0,"(211, 425, 340, 296)"
,0.5,153.5,0,"(180, 489, 366, 304)"
,0.5,154.0,0,"(142, 538, 365, 315)"
,0.5,154.5,0,"(134, 526, 455, 205)"
,0.5,161.0,0,"(171, 527, 439, 260)"
,0.5,161.5,0,"(167, 563, 390, 340)"
,0.5,162.0,0,"(171, 587, 439, 319)"
,0.5,166.0,0,"(271, 629, 378, 521)"
,0.5,166.0,1,"(170, 465, 206, 429)"
,0.5,166.5,0,"(108, 472, 151, 429)"
,0.5,167.0,0,"(113, 467, 156, 424)"
,0.5,167.0,1,"(184, 335, 246, 273)"
,0.5,167.5,0,"(254, 597, 383, 468)"
,0.5,167.5,1,"(127, 477, 170, 434)"
,0.5,168.0,0,"(295, 593, 402, 485)"
,0.5,168.0,1,"(132, 429, 175, 386)"
,0.5,168.5,0,"(253, 494, 408, 339)"
,0.5,169.0,0,"(297, 612, 426, 483)"
,0.5,169.0,1,"(159, 521, 211, 469)"
,0.5,169.5,0,"(254, 712, 383, 583)"
,0.5,170.0,0,"(339, 769, 494, 614)"
,0.5,170.0,1,"(164, 440, 216, 389)"
,0.5,170.5,0,"(188, 444, 262, 370)"
,0.5,170.5,1,"(408, 1010, 563, 855)"
,0.5,171.0,0,"(221, 428, 296, 353)"
,0.5,171.5,0,"(216, 394, 305, 305)"
,0.5,172.0,0,"(223, 438, 331, 330)"
,0.5,172.5,0,"(242, 634, 428, 448)"
,0.5,175.0,0,"(258, 605, 294, 569)"
,0.5,175.5,0,"(234, 609, 270, 573)"
,0.5,176.0,0,"(210, 621, 246, 585)"
,0.5,176.5,0,"(202, 617, 238, 581)"
,0.5,177.0,0,"(198, 633, 234, 597)"
,0.5,177.5,0,"(194, 655, 238, 612)"
,0.5,178.0,0,"(199, 640, 242, 597)"
,0.5,178.5,0,"(166, 597, 202, 561)"
,0.5,179.0,0,"(162, 637, 198, 601)"
,0.5,181.0,0,"(150, 229, 186, 193)"
,0.5,181.5,0,"(142, 301, 178, 265)"
,0.5,182.0,0,"(138, 353, 174, 317)"
,0.5,190.0,0,"(238, 733, 274, 697)"
,0.5,190.5,0,"(242, 805, 278, 769)"
,0.5,191.0,0,"(199, 617, 307, 509)"
,0.5,209.0,0,"(160, 551, 345, 366)"
,0.5,209.5,0,"(180, 572, 366, 386)"
,0.5,212.5,0,"(93, 662, 316, 439)"
,0.5,217.0,0,"(186, 703, 275, 613)"
,0.5,217.5,0,"(221, 718, 296, 643)"
,0.5,221.0,0,"(211, 827, 340, 698)"
,0.5,221.0,1,"(205, 128, 267, 66)"
,0.5,221.5,0,"(205, 114, 267, 52)"
,0.5,222.0,0,"(198, 114, 260, 52)"
,0.5,222.0,1,"(180, 820, 366, 634)"
,0.5,226.0,0,"(263, 799, 449, 613)"
,0.5,226.0,1,"(285, 101, 337, 49)"
,0.5,226.5,0,"(201, 820, 387, 634)"
,0.5,227.0,0,"(180, 799, 366, 613)"
,0.5,227.0,1,"(216, 141, 268, 89)"
,0.5,227.5,0,"(201, 489, 387, 304)"
,0.5,228.0,0,"(201, 448, 387, 262)"
,0.5,228.5,0,"(201, 448, 387, 262)"
,0.5,229.0,0,"(180, 489, 366, 304)"
,0.5,229.5,0,"(201, 510, 387, 324)"
,0.5,230.0,0,"(201, 531, 387, 345)"
,0.5,230.5,0,"(201, 551, 387, 366)"
,0.5,233.5,0,"(202, 494, 356, 339)"
,0.5,234.0,0,"(184, 459, 339, 304)"
,0.5,234.5,0,"(167, 442, 322, 287)"
,0.5,235.0,0,"(196, 927, 325, 798)"
,0.5,237.0,0,"(168, 368, 297, 239)"
,0.5,237.0,1,"(338, 561, 374, 525)"
,0.5,237.5,0,"(168, 354, 297, 225)"
,0.5,237.5,1,"(324, 583, 367, 540)"
,0.5,238.0,0,"(153, 368, 282, 239)"
,0.5,238.0,1,"(324, 588, 367, 544)"
,0.5,238.5,0,"(196, 368, 325, 239)"
,0.5,238.5,1,"(360, 636, 412, 584)"
,0.5,239.0,0,"(167, 390, 322, 236)"
,0.5,239.5,0,"(167, 476, 322, 322)"
,0.5,240.0,0,"(202, 442, 356, 287)"
,0.5,240.5,0,"(184, 442, 339, 287)"
,0.5,241.0,0,"(184, 459, 339, 304)"
,0.5,241.5,0,"(167, 408, 322, 253)"
,0.5,242.0,0,"(133, 476, 288, 322)"
,0.5,242.5,0,"(167, 390, 322, 236)"
,0.5,244.5,0,"(266, 461, 302, 425)"
,0.5,245.5,0,"(167, 390, 322, 236)"
,0.5,246.0,0,"(116, 390, 270, 236)"
,0.5,246.5,0,"(167, 339, 322, 184)"
,0.5,282.0,0,"(236, 408, 391, 253)"
,0.5,282.5,0,"(217, 613, 440, 390)"
,0.5,288.5,0,"(133, 545, 288, 390)"
,0.5,289.0,0,"(202, 425, 356, 270)"
,0.5,289.0,1,"(335, 165, 425, 76)"
,0.5,289.5,0,"(225, 454, 354, 325)"
,0.5,289.5,1,"(325, 175, 415, 86)"
,0.5,290.0,0,"(295, 247, 402, 139)"
,0.5,290.0,1,"(167, 631, 322, 476)"
,0.5,290.5,0,"(297, 311, 426, 182)"
,0.5,290.5,1,"(118, 885, 341, 662)"
,0.5,291.0,0,"(259, 211, 367, 103)"
,0.5,291.0,1,"(118, 737, 304, 551)"
,0.5,291.5,0,"(184, 442, 339, 287)"
,0.5,291.5,1,"(305, 116, 395, 26)"
,0.5,292.0,0,"(211, 425, 340, 296)"
,0.5,292.0,1,"(345, 155, 435, 66)"
,0.5,292.5,0,"(167, 528, 322, 373)"
,0.5,292.5,1,"(285, 195, 375, 106)"
,0.5,293.0,0,"(297, 296, 426, 167)"
,0.5,293.0,1,"(139, 696, 325, 510)"
,0.5,293.5,0,"(283, 282, 390, 175)"
,0.5,294.0,0,"(133, 545, 288, 390)"
,0.5,294.0,1,"(259, 163, 367, 55)"
,0.5,294.5,0,"(202, 425, 356, 270)"
,0.5,294.5,1,"(345, 155, 435, 66)"
,0.5,295.0,0,"(196, 468, 325, 339)"
,0.5,295.0,1,"(315, 185, 405, 96)"
,0.5,295.5,0,"(180, 634, 366, 448)"
,0.5,295.5,1,"(319, 259, 426, 151)"
,0.5,296.0,0,"(325, 325, 454, 196)"
,0.5,296.0,1,"(142, 835, 365, 613)"
,0.5,296.5,0,"(271, 247, 378, 139)"
,0.5,296.5,1,"(118, 696, 304, 510)"
,0.5,297.0,0,"(319, 151, 426, 44)"
,0.5,297.0,1,"(239, 440, 368, 311)"
,0.5,297.5,0,"(239, 454, 368, 325)"
,0.5,297.5,1,"(345, 185, 435, 96)"
,0.5,298.0,0,"(202, 580, 356, 425)"
,0.5,298.0,1,"(307, 211, 414, 103)"
,0.5,298.5,0,"(311, 311, 440, 182)"
,0.5,298.5,1,"(142, 835, 365, 613)"
,0.5,299.0,0,"(271, 282, 378, 175)"
,0.5,299.5,0,"(182, 468, 311, 339)"
,0.5,299.5,1,"(271, 175, 378, 67)"
,0.5,300.0,0,"(335, 185, 425, 96)"
,0.5,300.0,1,"(211, 454, 340, 325)"
,0.5,300.5,0,"(295, 215, 385, 126)"
,0.5,300.5,1,"(167, 545, 322, 390)"
,0.5,301.0,0,"(307, 294, 414, 187)"
,0.5,301.0,1,"(160, 737, 345, 551)"
,0.5,301.5,0,"(307, 330, 414, 223)"
,0.5,301.5,1,"(118, 910, 341, 687)"
,0.5,302.0,0,"(271, 235, 378, 127)"
,0.5,302.0,1,"(139, 634, 325, 448)"
,0.5,302.5,0,"(219, 459, 374, 304)"
,0.5,302.5,1,"(335, 175, 425, 86)"
,0.5,303.0,0,"(202, 511, 356, 356)"
,0.5,303.0,1,"(335, 205, 425, 116)"
,0.5,303.5,0,"(180, 655, 366, 469)"
,0.5,303.5,1,"(319, 270, 426, 163)"
,0.5,304.0,0,"(340, 339, 469, 210)"
,0.5,304.0,1,"(142, 860, 365, 637)"
,0.5,310.0,0,"(372, 516, 415, 472)"
,0.5,310.0,1,"(211, 716, 274, 653)"
,0.5,310.5,0,"(204, 668, 279, 594)"
,0.5,311.0,0,"(175, 712, 283, 605)"
,0.5,313.5,0,"(247, 927, 355, 820)"
,0.5,314.5,0,"(199, 987, 307, 880)"
,0.5,315.0,0,"(211, 987, 319, 880)"
,0.5,315.5,0,"(225, 970, 354, 841)"
,0.5,316.0,0,"(225, 970, 354, 841)"
,0.5,316.5,0,"(235, 963, 343, 856)"
,0.5,317.0,0,"(223, 963, 331, 856)"
,0.5,318.0,0,"(192, 489, 415, 266)"
,0.5,318.5,0,"(192, 489, 415, 266)"
,0.5,319.0,0,"(222, 489, 407, 304)"
,0.5,321.5,0,"(254, 855, 383, 726)"
,0.5,322.0,0,"(206, 922, 295, 832)"
,0.5,322.5,0,"(216, 922, 305, 832)"
,0.5,323.0,0,"(216, 922, 305, 832)"
,0.5,323.5,0,"(216, 922, 305, 832)"
,0.5,324.0,0,"(216, 912, 305, 822)"
,0.5,324.5,0,"(216, 932, 305, 842)"
,0.5,325.0,0,"(255, 972, 345, 882)"
,0.5,326.5,0,"(211, 975, 319, 868)"
,0.5,327.0,0,"(263, 510, 449, 324)"
,0.5,327.5,0,"(263, 531, 449, 345)"
,0.5,328.0,0,"(263, 531, 449, 345)"
,0.5,328.5,0,"(263, 510, 449, 324)"
,0.5,329.0,0,"(192, 513, 415, 291)"
,0.5,329.5,0,"(192, 513, 415, 291)"
,0.5,330.0,0,"(217, 563, 440, 340)"
,0.5,330.5,0,"(217, 538, 440, 315)"
,0.5,331.0,0,"(217, 563, 440, 340)"
,0.5,331.5,0,"(217, 563, 440, 340)"
,0.5,332.0,0,"(192, 613, 415, 390)"
,0.5,332.5,0,"(192, 613, 415, 390)"
,0.5,333.0,0,"(192, 613, 415, 390)"
,0.5,333.5,0,"(192, 613, 415, 390)"
,0.5,334.0,0,"(242, 861, 428, 675)"
,0.5,334.5,0,"(222, 861, 407, 675)"
,0.5,335.5,0,"(192, 563, 415, 340)"
,0.5,336.0,0,"(263, 531, 449, 345)"
,0.5,336.5,0,"(236, 889, 391, 734)"
,0.5,337.0,0,"(239, 884, 368, 755)"
,0.5,337.5,0,"(239, 870, 368, 741)"
,0.5,338.0,0,"(236, 889, 391, 734)"
,0.5,338.5,0,"(254, 870, 383, 741)"
,0.5,339.5,0,"(167, 613, 390, 390)"
,0.5,340.0,0,"(192, 588, 415, 365)"
,0.5,340.0,1,"(345, 534, 435, 444)"
,0.5,340.5,0,"(192, 588, 415, 365)"
,0.5,341.0,0,"(239, 827, 368, 698)"
,0.5,341.5,0,"(239, 827, 368, 698)"
,0.5,342.0,0,"(235, 808, 343, 700)"
,0.5,342.5,0,"(235, 808, 343, 700)"
,0.5,343.0,0,"(235, 808, 343, 700)"
,0.5,343.5,0,"(225, 870, 354, 741)"
,0.5,344.0,0,"(239, 827, 368, 698)"
,0.5,344.5,0,"(225, 827, 354, 698)"
,0.5,345.0,0,"(239, 884, 368, 755)"
,0.5,345.5,0,"(236, 906, 391, 752)"
,0.5,346.0,0,"(239, 884, 368, 755)"
,0.5,346.5,0,"(239, 870, 368, 741)"
,0.5,347.0,0,"(239, 841, 368, 712)"
,0.5,347.5,0,"(192, 588, 415, 365)"
,0.5,348.0,0,"(192, 613, 415, 390)"
,0.5,348.5,0,"(192, 613, 415, 390)"
,0.5,349.0,0,"(192, 613, 415, 390)"
,0.5,349.5,0,"(192, 563, 415, 340)"
,0.5,350.0,0,"(242, 687, 464, 464)"
,0.5,350.5,0,"(201, 572, 387, 386)"
,0.5,351.0,0,"(201, 572, 387, 386)"
,0.5,351.5,0,"(201, 572, 387, 386)"
,0.5,352.0,0,"(222, 551, 407, 366)"
,0.5,352.5,0,"(222, 531, 407, 345)"
,0.5,353.0,0,"(201, 531, 387, 345)"
,0.5,354.0,0,"(196, 912, 285, 822)"
,0.5,354.5,0,"(206, 922, 295, 832)"
,0.5,355.0,0,"(196, 932, 285, 842)"
,0.5,355.5,0,"(196, 912, 285, 822)"
,0.5,356.0,0,"(196, 912, 285, 822)"
,0.5,356.5,0,"(196, 932, 285, 842)"
,0.5,358.5,0,"(194, 443, 238, 400)"
,0.5,358.5,1,"(194, 377, 230, 341)"
,0.5,358.5,2,"(205, 746, 257, 694)"
,0.5,358.5,3,"(205, 832, 257, 780)"
,0.5,358.5,4,"(198, 789, 234, 753)"
,0.5,359.0,0,"(194, 377, 230, 341)"
,0.5,359.0,1,"(198, 441, 234, 405)"
,0.5,359.0,2,"(199, 746, 251, 694)"
,0.5,359.0,3,"(205, 832, 257, 780)"
,0.5,359.0,4,"(198, 789, 234, 753)"
,0.5,359.5,0,"(198, 445, 234, 409)"
,0.5,359.5,1,"(194, 377, 230, 341)"
,0.5,359.5,2,"(205, 746, 257, 694)"
,0.5,359.5,3,"(205, 832, 257, 780)"
,0.5,359.5,4,"(198, 789, 234, 753)"
,0.5,360.0,0,"(153, 755, 282, 626)"
,0.5,360.5,0,"(153, 755, 282, 626)"
,0.5,361.0,0,"(153, 755, 282, 626)"
,0.5,361.0,1,"(167, 356, 322, 201)"
,0.5,361.5,0,"(168, 282, 297, 153)"
,0.5,361.5,1,"(187, 641, 295, 533)"
,0.5,361.5,2,"(211, 1023, 319, 915)"
,0.5,362.0,0,"(187, 641, 295, 533)"
,0.5,362.0,1,"(168, 282, 297, 153)"
,0.5,362.0,2,"(211, 1011, 319, 903)"
,0.5,362.5,0,"(187, 641, 295, 533)"
,0.5,362.5,1,"(168, 268, 297, 139)"
,0.5,362.5,2,"(223, 975, 331, 868)"
,0.5,363.0,0,"(187, 641, 295, 533)"
,0.5,363.0,1,"(168, 239, 297, 110)"
,0.5,363.0,2,"(226, 962, 315, 872)"
,0.5,363.5,0,"(211, 963, 319, 856)"
,0.5,363.5,1,"(187, 187, 295, 79)"
,0.5,363.5,2,"(182, 669, 311, 540)"
,0.5,364.0,0,"(168, 712, 297, 583)"
,0.5,364.0,1,"(211, 963, 319, 856)"
,0.5,364.0,2,"(182, 196, 311, 67)"
,0.5,364.5,0,"(182, 196, 311, 67)"
,0.5,364.5,1,"(187, 712, 295, 605)"
,0.5,364.5,2,"(226, 962, 315, 872)"
,0.5,365.0,0,"(182, 196, 311, 67)"
,0.5,365.0,1,"(187, 712, 295, 605)"
,0.5,365.0,2,"(226, 962, 315, 872)"
,0.5,365.5,0,"(182, 196, 311, 67)"
,0.5,365.5,1,"(187, 712, 295, 605)"
,0.5,365.5,2,"(226, 962, 315, 872)"
,0.5,366.0,0,"(253, 425, 408, 270)"
,0.5,366.5,0,"(242, 448, 428, 262)"
,0.5,367.0,0,"(201, 489, 387, 304)"
,0.5,367.5,0,"(219, 476, 374, 322)"
,0.5,371.5,0,"(68, 163, 175, 55)"
,0.5,372.0,0,"(128, 987, 235, 880)"
,0.5,372.0,1,"(140, 163, 247, 55)"
,0.5,372.0,2,"(128, 617, 235, 509)"
,0.5,372.5,0,"(163, 987, 271, 880)"
,0.5,372.5,1,"(153, 182, 282, 53)"
,0.5,372.5,2,"(163, 617, 271, 509)"
,0.5,373.0,0,"(163, 987, 271, 880)"
,0.5,373.0,1,"(163, 617, 271, 509)"
,0.5,373.0,2,"(175, 163, 283, 55)"
